timestamp,src_port,dst_port,payload_length
1658963250.426200,0,0,88
1658963250.426393,0,0,1480
1658963250.426705,0,0,1480
1658963250.427140,0,0,1480
1658963250.427632,0,0,1480
1658963250.428097,0,0,1480
1658963250.428275,0,0,1480
1658963250.428439,0,0,88
1658963250.428785,0,0,1480
1658963250.428855,0,0,88
1658963250.428978,0,0,1480
1658963250.429338,0,0,1480
1658963250.429706,0,0,88
1658963250.429838,0,0,1480
1658963250.430113,0,0,1480
1658963250.430429,0,0,88
1658963250.430592,0,0,1480
1658963250.431110,0,0,1480
1658963250.431410,0,0,88
1658963250.431541,0,0,1480
1658963250.431722,0,0,1480
1658963250.432092,0,0,88
1658963250.432308,0,0,1480
1658963250.432592,0,0,1480
1658963250.432782,0,0,88
1658963250.433030,0,0,1480
1658963250.433217,0,0,1480
1658963250.433570,0,0,88
1658963250.433757,0,0,1480
1658963250.434049,0,0,1480
1658963250.434445,0,0,1480
1658963250.434461,0,0,88
1658963250.434969,0,0,1480
1658963250.435285,0,0,1480
1658963250.435625,0,0,1480
1658963250.436173,0,0,1480
1658963250.436581,0,0,1480
1658963250.436878,0,0,1480
1658963250.437345,0,0,1480
1658963250.437733,0,0,1480
1658963250.437928,0,0,1480
1658963250.438510,0,0,1480
1658963250.438844,0,0,1480
1658963250.439319,0,0,1480
1658963250.439694,0,0,1480
1658963250.440017,0,0,88
1658963250.440180,0,0,1480
1658963250.440376,0,0,1480
1658963250.440555,0,0,88
1658963250.440783,0,0,1480
1658963250.441062,0,0,1480
1658963250.441513,0,0,88
1658963250.441550,0,0,1480
1658963250.441951,0,0,1480
1658963250.442115,0,0,88
1658963250.442340,0,0,1480
1658963250.442636,0,0,1480
1658963250.442884,0,0,88
1658963250.443068,0,0,1480
1658963250.443562,0,0,1480
1658963250.443725,0,0,88
1658963250.443978,0,0,1480
1658963250.444117,0,0,1480
1658963250.444639,0,0,1480
1658963250.444640,0,0,88
1658963250.445076,0,0,1480
1658963250.445266,0,0,88
1658963250.445556,0,0,1480
1658963250.445680,0,0,1480
1658963250.446174,0,0,88
1658963250.446199,0,0,1480
1658963250.446719,0,0,1480
1658963250.446775,0,0,88
1658963250.447102,0,0,1480
1658963250.447306,0,0,1480
1658963250.447733,0,0,1480
1658963250.448308,0,0,1480
1658963250.448744,0,0,88
1658963250.448804,0,0,1480
1658963250.449169,0,0,1480
1658963250.449418,0,0,1480
1658963250.449643,0,0,88
1658963250.449887,0,0,1480
1658963250.450018,0,0,1480
1658963250.450336,0,0,1480
1658963250.450853,0,0,1480
1658963250.451420,0,0,1480
1658963250.451836,0,0,1480
1658963250.452021,0,0,1480
1658963250.452604,0,0,1480
1658963250.452867,0,0,88
1658963250.452929,0,0,1480
1658963250.453296,0,0,1480
1658963250.453374,0,0,88
1658963250.453720,0,0,1480
1658963250.453848,0,0,1480
1658963250.454092,0,0,88
1658963250.454280,0,0,1480
1658963250.454745,0,0,1480
1658963250.454981,0,0,88
1658963250.455319,0,0,1480
1658963250.455448,0,0,1480
1658963250.455733,0,0,88
1658963250.456016,0,0,1480
1658963250.456167,0,0,1480
1658963250.456452,0,0,88
1658963250.456790,0,0,1480
1658963250.457074,0,0,1480
1658963250.457381,0,0,88
1658963250.457522,0,0,1480
1658963250.457687,0,0,1480
1658963250.458078,0,0,88
1658963250.458253,0,0,1480
1658963250.458546,0,0,1480
1658963250.458924,0,0,88
1658963250.459006,0,0,1480
1658963250.459441,0,0,1480
1658963250.459652,0,0,88
1658963250.459782,0,0,1480
1658963250.460253,0,0,1480
1658963250.460392,0,0,88
1658963250.460701,0,0,1480
1658963250.460831,0,0,1480
1658963250.461263,0,0,88
1658963250.461393,0,0,1480
1658963250.461847,0,0,1480
1658963250.462012,0,0,88
1658963250.462145,0,0,1480
1658963250.462410,0,0,1480
1658963250.462719,0,0,88
1658963250.462945,0,0,1480
1658963250.463314,0,0,1480
1658963250.463542,0,0,88
1658963250.463815,0,0,1480
1658963250.463974,0,0,1480
1658963250.464310,0,0,88
1658963250.464503,0,0,1480
1658963250.464833,0,0,1480
1658963250.465130,0,0,1480
1658963250.465170,0,0,88
1658963250.465757,0,0,1480
1658963250.465851,0,0,88
1658963250.466100,0,0,1480
1658963250.466310,0,0,1480
1658963250.466883,0,0,1480
1658963250.467461,0,0,1480
1658963250.467874,0,0,1480
1658963250.468041,0,0,1480
1658963250.468532,0,0,1480
1658963250.468653,0,0,1480
1658963250.469259,0,0,1480
1658963250.469477,0,0,88
1658963250.469772,0,0,88
1658963250.469825,0,0,1480
1658963250.469951,0,0,1480
1658963250.470258,0,0,1480
1658963250.470783,0,0,88
1658963250.470790,0,0,1480
1658963250.471295,0,0,1480
1658963250.471373,0,0,88
1658963250.471847,0,0,1480
1658963250.471900,0,0,1480
1658963250.472385,0,0,1480
1658963250.472894,0,0,1480
1658963250.473022,0,0,1480
1658963250.473700,0,0,1480
1658963250.473822,0,0,1480
1658963250.473857,0,0,88
1658963250.473974,0,0,88
1658963250.474329,0,0,1480
1658963250.474526,0,0,1480
1658963250.475009,0,0,1480
1658963250.475241,0,0,88
1658963250.475441,0,0,1480
1658963250.475929,0,0,88
1658963250.476019,0,0,1480
1658963250.476173,0,0,1480
1658963250.476492,0,0,88
1658963250.476692,0,0,96
1658963250.476696,0,0,1480
1658963250.476853,0,0,1480
1658963250.477336,0,0,1480
1658963250.477411,0,0,88
1658963250.477670,0,0,1480
1658963250.478147,0,0,1480
1658963250.478208,0,0,88
1658963250.478434,0,0,1480
1658963250.478970,0,0,88
1658963250.479007,0,0,1480
1658963250.479450,0,0,1480
1658963250.479655,0,0,1480
1658963250.479831,0,0,88
1658963250.480216,0,0,1480
1658963250.480395,0,0,1480
1658963250.480866,0,0,1480
1658963250.481332,0,0,1480
1658963250.481802,0,0,1480
1658963250.481927,0,0,1480
1658963250.482033,0,0,88
1658963250.482416,0,0,1480
1658963250.482973,0,0,1480
1658963250.483093,0,0,1480
1658963250.483818,0,0,1480
1658963250.484095,0,0,1480
1658963250.484291,0,0,1480
1658963250.484894,0,0,1480
1658963250.484999,0,0,1480
1658963250.485813,0,0,1480
1658963250.485925,0,0,1480
1658963250.486320,0,0,1480
1658963250.486674,0,0,88
1658963250.486845,0,0,1480
1658963250.486964,0,0,88
1658963250.486973,0,0,1480
1658963250.487569,0,0,1480
1658963250.487698,0,0,1480
1658963250.487948,0,0,88
1658963250.488330,0,0,1480
1658963250.488360,0,0,96
1658963250.488545,0,0,88
1658963250.488610,0,0,1480
1658963250.488928,0,0,1480
1658963250.489462,0,0,1480
1658963250.489479,0,0,88
1658963250.489480,0,0,88
1658963250.489627,0,0,1480
1658963250.490198,0,0,1480
1658963250.490265,0,0,88
1658963250.490700,0,0,1480
1658963250.490952,0,0,1480
1658963250.491070,0,0,88
1658963250.491271,0,0,1480
1658963250.491739,0,0,88
1658963250.491829,0,0,1480
1658963250.492155,0,0,1480
1658963250.492563,0,0,88
1658963250.492633,0,0,1480
1658963250.492856,0,0,1480
1658963250.493201,0,0,1480
1658963250.493333,0,0,88
1658963250.493723,0,0,1480
1658963250.494018,0,0,1480
1658963250.494141,0,0,88
1658963250.494395,0,0,1480
1658963250.494827,0,0,1480
1658963250.494899,0,0,88
1658963250.495348,0,0,1480
1658963250.495552,0,0,1480
1658963250.495707,0,0,88
1658963250.495998,0,0,1480
1658963250.496353,0,0,88
1658963250.496395,0,0,1480
1658963250.496731,0,0,1480
1658963250.497036,0,0,88
1658963250.497102,0,0,1480
1658963250.497598,0,0,1480
1658963250.498027,0,0,88
1658963250.498081,0,0,1480
1658963250.498260,0,0,1480
1658963250.498382,0,0,604
1658963250.498443,0,0,88
1658963250.498705,0,0,1480
1658963250.499016,0,0,1480
1658963250.499601,0,0,1480
1658963250.499806,0,0,1480
1658963250.500328,0,0,1480
1658963250.500832,0,0,1480
1658963250.501174,0,0,1480
1658963250.501788,0,0,1480
1658963250.501894,0,0,1480
1658963250.502341,0,0,1480
1658963250.502741,0,0,1480
1658963250.502919,0,0,1480
1658963250.503560,0,0,1480
1658963250.503885,0,0,1480
1658963250.504321,0,0,1480
1658963250.504676,0,0,1480
1658963250.505036,0,0,88
1658963250.505046,0,0,1480
1658963250.505319,0,0,88
1658963250.505469,0,0,1480
1658963250.505890,0,0,1480
1658963250.506049,0,0,1480
1658963250.506112,0,0,88
1658963250.506589,0,0,1480
1658963250.506929,0,0,88
1658963250.507027,0,0,1480
1658963250.507256,0,0,1480
1658963250.507675,0,0,1480
1658963250.508106,0,0,1480
1658963250.508213,0,0,88
1658963250.508654,0,0,1480
1658963250.508806,0,0,88
1658963250.508994,0,0,1480
1658963250.509180,0,0,1480
1658963250.509641,0,0,1480
1658963250.509659,0,0,88
1658963250.510074,0,0,1480
1658963250.510483,0,0,1480
1658963250.510910,0,0,1480
1658963250.511432,0,0,1480
1658963250.511679,0,0,88
1658963250.511770,0,0,1480
1658963250.511919,0,0,88
1658963250.512148,0,0,1480
1658963250.512181,0,0,88
1658963250.512396,0,0,1480
1658963250.512779,0,0,88
1658963250.512869,0,0,1480
1658963250.512896,0,0,180
1658963250.513257,0,0,1480
1658963250.513667,0,0,88
1658963250.513717,0,0,1480
1658963250.513881,0,0,1480
1658963250.514326,0,0,1480
1658963250.514441,0,0,88
1658963250.514441,0,0,88
1658963250.514569,0,0,88
1658963250.514800,0,0,1480
1658963250.515003,0,0,1480
1658963250.515504,0,0,1480
1658963250.515683,0,0,88
1658963250.516043,0,0,1480
1658963250.516261,0,0,1480
1658963250.516758,0,0,1480
1658963250.517213,0,0,1480
1658963250.517656,0,0,1480
1658963250.517836,0,0,1480
1658963250.518333,0,0,1480
1658963250.518674,0,0,1480
1658963250.519145,0,0,1480
1658963250.519561,0,0,1480
1658963250.520042,0,0,1480
1658963250.520248,0,0,1480
1658963250.520906,0,0,1480
1658963250.520929,0,0,88
1658963250.521039,0,0,1480
1658963250.521420,0,0,1480
1658963250.521616,0,0,88
1658963250.521822,0,0,1480
1658963250.522005,0,0,1480
1658963250.522338,0,0,88
1658963250.522507,0,0,1480
1658963250.522813,0,0,1480
1658963250.523266,0,0,88
1658963250.523334,0,0,1480
1658963250.523763,0,0,1480
1658963250.523985,0,0,88
1658963250.524185,0,0,1480
1658963250.524401,0,0,1480
1658963250.524679,0,0,88
1658963250.524906,0,0,1480
1658963250.525243,0,0,1480
1658963250.525469,0,0,88
1658963250.525532,0,0,1480
1658963250.525627,0,0,116
1658963250.525844,0,0,88
1658963250.525959,0,0,1480
1658963250.526026,0,0,88
1658963250.526264,0,0,1480
1658963250.526671,0,0,1480
1658963250.526981,0,0,88
1658963250.527351,0,0,1480
1658963250.527501,0,0,1480
1658963250.527688,0,0,96
1658963250.527689,0,0,88
1658963250.528057,0,0,1480
1658963250.528285,0,0,1480
1658963250.528533,0,0,88
1658963250.528823,0,0,1480
1658963250.528995,0,0,1480
1658963250.529368,0,0,88
1658963250.529557,0,0,1480
1658963250.529834,0,0,1480
1658963250.530286,0,0,88
1658963250.530395,0,0,1480
1658963250.530781,0,0,1480
1658963250.531014,0,0,1480
1658963250.531522,0,0,1480
1658963250.531718,0,0,1480
1658963250.532337,0,0,1480
1658963250.532720,0,0,1480
1658963250.532890,0,0,88
1658963250.532957,0,0,1480
1658963250.533332,0,0,88
1658963250.533433,0,0,1480
1658963250.533771,0,0,1480
1658963250.534096,0,0,1480
1658963250.534094,0,0,88
1658963250.534529,0,0,1480
1658963250.534904,0,0,88
1658963250.535071,0,0,1480
1658963250.535327,0,0,1480
1658963250.535559,0,0,88
1658963250.535814,0,0,1480
1658963250.535999,0,0,1480
1658963250.536431,0,0,88
1658963250.536554,0,0,1480
1658963250.536856,0,0,1480
1658963250.537092,0,0,88
1658963250.537289,0,0,1480
1658963250.537626,0,0,1480
1658963250.538078,0,0,88
1658963250.538087,0,0,1480
1658963250.538495,0,0,1480
1658963250.538768,0,0,88
1658963250.538974,0,0,1480
1658963250.539209,0,0,1480
1658963250.539671,0,0,1480
1658963250.539927,0,0,1480
1658963250.540348,0,0,88
1658963250.540492,0,0,1480
1658963250.540530,0,0,88
1658963250.540542,0,0,88
1658963250.540559,0,0,88
1658963250.540770,0,0,1480
1658963250.541041,0,0,1480
1658963250.541437,0,0,88
1658963250.541539,0,0,1480
1658963250.541567,0,0,96
1658963250.541674,0,0,88
1658963250.541903,0,0,1480
1658963250.542249,0,0,1480
1658963250.542265,0,0,88
1658963250.542662,0,0,1480
1658963250.542797,0,0,88
1658963250.542961,0,0,88
1658963250.543310,0,0,604
1658963250.543341,0,0,1480
1658963250.543570,0,0,1480
1658963250.543766,0,0,88
1658963250.543946,0,0,1480
1658963250.544266,0,0,1480
1658963250.544458,0,0,88
1658963250.544701,0,0,1480
1658963250.545020,0,0,1480
1658963250.545311,0,0,88
1658963250.545648,0,0,1480
1658963250.545818,0,0,1480
1658963250.546248,0,0,1480
1658963250.546324,0,0,88
1658963250.546748,0,0,1480
1658963250.546916,0,0,88
1658963250.547119,0,0,1480
1658963250.547440,0,0,1480
1658963250.547816,0,0,1480
1658963250.548309,0,0,1480
1658963250.548745,0,0,1480
1658963250.548839,0,0,88
1658963250.549120,0,0,1480
1658963250.549366,0,0,1480
1658963250.549698,0,0,1480
1658963250.550318,0,0,1480
1658963250.550804,0,0,1480
1658963250.551186,0,0,1480
1658963250.551569,0,0,1480
1658963250.551827,0,0,1480
1658963250.552165,0,0,1480
1658963250.552674,0,0,1480
1658963250.552895,0,0,1480
1658963250.553378,0,0,1480
1658963250.553856,0,0,1480
1658963250.554218,0,0,1480
1658963250.554458,0,0,1480
1658963250.554973,0,0,88
1658963250.554994,0,0,1480
1658963250.555329,0,0,1480
1658963250.555389,0,0,88
1658963250.555822,0,0,1480
1658963250.556062,0,0,1480
1658963250.556365,0,0,1480
1658963250.556374,0,0,88
1658963250.556745,0,0,1480
1658963250.556935,0,0,88
1658963250.557309,0,0,1480
1658963250.557617,0,0,1480
1658963250.557780,0,0,88
1658963250.557856,0,0,1480
1658963250.557917,0,0,88
1658963250.558246,0,0,1480
1658963250.558526,0,0,88
1658963250.558819,0,0,1480
1658963250.559003,0,0,1480
1658963250.559420,0,0,88
1658963250.559707,0,0,1480
1658963250.559937,0,0,1480
1658963250.560175,0,0,88
1658963250.560357,0,0,1480
1658963250.560792,0,0,1480
1658963250.560870,0,0,88
1658963250.561031,0,0,1480
1658963250.561082,0,0,180
1658963250.561513,0,0,1480
1658963250.561654,0,0,88
1658963250.561846,0,0,1480
1658963250.562339,0,0,1480
1658963250.562490,0,0,88
1658963250.562490,0,0,88
1658963250.562576,0,0,88
1658963250.562750,0,0,1480
1658963250.563081,0,0,1480
1658963250.563380,0,0,1480
1658963250.563396,0,0,152
1658963250.563396,0,0,88
1658963250.563396,0,0,184
1658963250.563867,0,0,1480
1658963250.564176,0,0,544
1658963250.564176,0,0,88
1658963250.564319,0,0,1480
1658963250.564559,0,0,1480
1658963250.564964,0,0,1480
1658963250.565026,0,0,88
1658963250.565506,0,0,1480
1658963250.565742,0,0,1480
1658963250.565868,0,0,88
1658963250.566125,0,0,1480
1658963250.566492,0,0,88
1658963250.566568,0,0,1480
1658963250.567075,0,0,1480
1658963250.567338,0,0,88
1658963250.567399,0,0,1480
1658963250.567746,0,0,1480
1658963250.568054,0,0,88
1658963250.568194,0,0,1480
1658963250.568563,0,0,1480
1658963250.568811,0,0,1480
1658963250.568878,0,0,88
1658963250.569295,0,0,1480
1658963250.569732,0,0,88
1658963250.569796,0,0,1480
1658963250.570083,0,0,1480
1658963250.570370,0,0,88
1658963250.570440,0,0,1480
1658963250.570805,0,0,1480
1658963250.571265,0,0,1480
1658963250.571310,0,0,88
1658963250.571495,0,0,1480
1658963250.572060,0,0,1480
1658963250.572144,0,0,88
1658963250.572539,0,0,1480
1658963250.572788,0,0,1480
1658963250.572801,0,0,88
1658963250.573235,0,0,1480
1658963250.573438,0,0,1480
1658963250.573468,0,0,88
1658963250.573949,0,0,1480
1658963250.574287,0,0,1480
1658963250.574453,0,0,88
1658963250.574741,0,0,1480
1658963250.575119,0,0,88
1658963250.575120,0,0,96
1658963250.575244,0,0,1480
1658963250.575466,0,0,1480
1658963250.575869,0,0,1480
1658963250.576033,0,0,88
1658963250.576297,0,0,1480
1658963250.576650,0,0,88
1658963250.576776,0,0,1480
1658963250.577033,0,0,1480
1658963250.577378,0,0,1480
1658963250.577562,0,0,88
1658963250.577842,0,0,1480
1658963250.578180,0,0,1480
1658963250.578206,0,0,88
1658963250.578726,0,0,1480
1658963250.579045,0,0,1480
1658963250.579200,0,0,88
1658963250.579438,0,0,1480
1658963250.579676,0,0,1480
1658963250.579915,0,0,88
1658963250.580101,0,0,1480
1658963250.580154,0,0,88
1658963250.580559,0,0,88
1658963250.580582,0,0,1480
1658963250.580606,0,0,88
1658963250.580657,0,0,168
1658963250.580677,0,0,168
1658963250.580703,0,0,160
1658963250.580722,0,0,88
1658963250.581190,0,0,1480
1658963250.581359,0,0,88
1658963250.581751,0,0,1480
1658963250.581917,0,0,88
1658963250.581922,0,0,1480
1658963250.581917,0,0,88
1658963250.581917,0,0,88
1658963250.582013,0,0,120
1658963250.582063,0,0,88
1658963250.582271,0,0,1480
1658963250.582504,0,0,1480
1658963250.583112,0,0,1480
1658963250.583721,0,0,1480
1658963250.583913,0,0,1480
